Image ID,Race,Gender,Age
c10281,White,Female,Elderly
c10282,White,Male,Adult
c10283,White,Male,Elderly
c10284,White,Female,Adult
c10285,White,Female,Elderly
c10286,Latino,Female,Adult
c10287,Asian,Female,Adult
c10288,White,Female,Adult
c10289,White,Female,Adult
c10290,Latino,Female,Adult
c10292,White,Female,Adult
c10295,White,Female,Elderly
c10296,White,Male,Elderly
c10297,White,Male,Elderly
c10298,Indian,Female,Adult
c10300,White,Female,Adult
c10301,White,Male,Adult
c10302,White,Female,Adult
c10303,White,Female,Adult
c10304,Indian,Female,Adult
c10307,White,Female,Adult
c10309,White,Female,Adult
c10310,White,Female,Adult
c10311,White,Female,Adult
c10314,White,Male,Elderly
c10316,White,Female,Elderly
c10318,Latino,Female,Adult
c10320,White,Female,Adult
c10321,White,Male,Adult
c10322,Black,Male,Adult
c10323,White,Male,Adult
c10324,White,Female,Adult
c10325,White,Female,Adult
c10326,White,Female,Elderly
c10327,White,Female,Adult
c10328,White,Female,Adult
c10329,White,Female,Adult
c10330,White,Female,Adult
c10331,Asian,Female,Adult
c10332,Latino,Female,Adult
c10335,White,Female,Adult
c10336,White,Male,Elderly
c10337,White,Female,Adult
c10338,White,Female,Adult
c10339,White,Female,Adult
c10341,White,Male,Adult
c10342,White,Female,Adult
c10344,White,Female,Adult
c10345,White,Male,Elderly
c10346,Latino,Female,Adult
c10348,White,Female,Adult
c10350,Indian,Female,Adult
c10353,Latino,Female,Adult
c10354,White,Male,Elderly
c10355,Latino,Female,Adult
c10356,White,Female,Adult
c10357,White,Female,Adult
c10358,White,Female,Adult
c10359,Indian,Female,Adult
c10360,White,Female,Adult
c10361,White,Male,Adult
c10363,White,Male,Adult
c10364,White,Female,Adult
c10365,White,Female,Adult
c10366,Latino,Female,Adult
c10368,White,Female,Elderly
c10369,White,Female,Adult
c10373,White,Female,Elderly
c10374,White,Male,Adult
c10375,Latino,Male,Adult
c10378,White,Female,Adult
c10379,White,Female,Adult
c10380,White,Female,Adult
c10381,Black,Female,Adult
c10382,White,Female,Adult
c10383,White,Male,Child
c10384,White,Female,Adult
c10385,White,Male,Elderly
c10386,White,Female,Adult
c10388,Latino,Female,Adult
c10390,White,Female,Adult
c10392,White,Female,Adult
c10393,White,Female,Adult
c10394,White,Female,Elderly
c10395,White,Male,Adult
c10397,White,Female,Adult
c10398,White,Female,Adult
c10399,White,Female,Adult
c10400,White,Female,Adult
c10401,White,Female,Adult
c10402,White,Male,Elderly
c10403,White,Male,Elderly
c10404,Asian,Female,Adult
c10405,Black,Female,Adult
c10407,White,Female,Adult
c10408,White,Female,Adult
c10409,White,Female,Adult
c10410,White,Female,Adult
c10413,White,Female,Adult
c10414,White,Female,Adult
c10415,Asian,Female,Adult
c10416,White,Female,Adult
c10418,Latino,Female,Adult
c10419,White,Female,Adult
c10420,White,Female,Adult
c10421,White,Male,Adult
c10422,White,Male,Elderly
c10423,Latino,Female,Adult
c10426,White,Male,Adult
c10427,White,Male,Elderly
c10429,White,Male,Elderly
c10430,Latino,Female,Adult
c10432,White,Male,Adult
c10433,Latino,Male,Adult
c10434,White,Female,Adult
c10435,White,Female,Elderly
c10436,White,Male,Adult
c10438,White,Male,Adult
c10439,White,Female,Adult
c10440,White,Female,Adult
c10441,White,Male,Adult
c10442,White,Female,Adult
c10443,White,Female,Adult
c10445,White,Male,Adult
c10447,White,Female,Adult
c10448,White,Female,Adult
c10449,White,Female,Adult
c10450,White,Male,Adult
c10451,White,Female,Adult
c10452,White,Male,Adult
c10453,White,Female,Adult
c10454,White,Female,Adult
c10455,Asian,Female,Adult
c10456,White,Male,Adult
c10457,Black,Male,Adult
c10458,White,Female,Adult
c10459,White,Male,Adult
c10461,Black,Male,Adult
c10462,White,Male,Adult
c10463,White,Female,Adult
c10464,Latino,Female,Adult
c10465,White,Female,Adult
c10468,White,Female,Adult
c10469,White,Female,Adult
c10471,White,Male,Adult
c10472,White,Female,Adult
c10474,White,Female,Adult
c10475,White,Male,Adult
c10476,White,Female,Adult
c10478,White,Male,Adult
c10479,White,Female,Adult
c10480,White,Male,Adult
c10482,White,Female,Adult
c10485,Latino,Female,Adult
c10486,Indian,Female,Adult
c10487,White,Female,Adult
c10490,Asian,Female,Adult
c10491,White,Male,Adult
c10492,White,Female,Adult
c10494,White,Male,Elderly
c10495,White,Female,Adult
c10496,White,Female,Adult
c10497,Black,Female,Adult
c10498,Asian,Male,Adult
c10499,White,Female,Adult
c10500,White,Female,Adult
c10502,White,Male,Adult
c10504,White,Female,Adult
c10506,White,Female,Adult
c10514,White,Male,Adult
c10521,White,Female,Adult
c10527,White,Female,Adult
c10528,White,Female,Adult
c10531,White,Female,Adult
c10536,Black,Male,Adult
c10537,White,Male,Adult
c10538,Indian,Male,Adult
c10540,Indian,Male,Adult
c10547,White,Male,Adult
c10548,White,Female,Adult
c10553,White,Female,Adult
c10555,White,Female,Adult
c10556,White,Male,Adult
c10557,Asian,Female,Adult
c10558,White,Male,Adult
c10559,White,Female,Adult
c10561,White,Female,Adult
c10562,Latino,Female,Adult
c10563,White,Male,Adult
c10565,White,Female,Adult
c10566,Black,Male,Adult
c10567,White,Male,Adult
c10568,White,Male,Adult
c10569,Indian,Male,Adult
c10570,White,Female,Adult
c10571,White,Female,Adult
c10573,White,Male,Adult
c10574,White,Female,Adult
c10575,Black,Female,Adult
c10576,White,Male,Adult
c10577,White,Male,Adult
c10578,White,Female,Adult
c10579,Latino,Female,Adult
c10580,Asian,Female,Adult
c10581,White,Female,Adult
c10582,Latino,Female,Adult
c10583,White,Female,Adult
c10584,White,Male,Adult
c10585,White,Female,Adult
c10586,Asian,Female,Adult
c10587,White,Male,Adult
c10588,White,Male,Adult
c10589,Black,Male,Adult
c10592,White,Female,Adult
c10593,White,Female,Adult
c10594,Black,Male,Adult
c10595,White,Female,Adult
c10598,White,Female,Adult
c10599,Asian,Male,Adult
c10601,Black,Female,Adult
c10603,White,Female,Adult
c10604,Latino,Male,Adult
c10605,Latino,Female,Adult
c10606,White,Female,Elderly
c10608,Latino,Female,Adult
c10609,Asian,Female,Adult
c10610,White,Male,Elderly
c10611,White,Female,Adult
c10612,White,Female,Adult
c10613,White,Female,Adult
c10614,White,Female,Adult
c10615,Asian,Female,Adult
c10616,White,Female,Adult
c10619,Latino,Female,Adult
c10621,White,Female,Adult
c10622,Latino,Female,Adult
c10623,White,Female,Adult
c10625,White,Male,Adult
c10626,White,Female,Adult
c10627,White,Female,Adult
c10630,Asian,Female,Adult
c10631,Latino,Female,Adult
c10632,White,Female,Adult
c10633,White,Female,Child
c10636,White,Female,Adult
c10637,White,Male,Adult
c10638,Latino,Female,Adult
c10639,White,Male,Adult
c10640,White,Female,Adult
c10642,Latino,Female,Adult
c10643,White,Female,Adult
c10645,White,Male,Adult
c10646,White,Male,Child
c10647,White,Female,Adult
c10648,Latino,Female,Adult
c10652,White,Female,Adult
c10654,White,Male,Adult
c10655,White,Male,Adult
c10656,White,Male,Adult
c10657,Latino,Male,Adult
c10658,Black,Male,Adult
c10659,White,Female,Adult
c10660,White,Female,Adult
c10661,White,Female,Adult
c10663,White,Female,Adult
c10664,White,Female,Adult
c10666,Latino,Female,Adult
c10667,Black,Male,Elderly
c10668,White,Female,Adult
c10669,White,Male,Adult
c10670,White,Female,Adult
c10671,Latino,Female,Adult
c10672,White,Female,Adult
c10673,White,Female,Adult
c10674,White,Female,Adult
c10675,White,Male,Adult
c10676,White,Female,Elderly
c10677,White,Male,Elderly
c10678,White,Female,Adult
c10679,White,Female,Adult
c10681,White,Male,Elderly
c10682,White,Female,Adult
c10683,Latino,Female,Adult
c10684,White,Male,Adult
c10685,White,Male,Adult
c10689,White,Male,Adult
c10690,White,Female,Adult
c10691,White,Female,Adult
c10692,White,Male,Adult
c10694,White,Female,Adult
c10695,Latino,Female,Adult
c10697,White,Female,Adult
c10698,White,Female,Adult
c10699,White,Female,Adult
c10700,Latino,Female,Adult
c10701,Latino,Female,Adult
c10702,White,Female,Adult
c10704,White,Male,Adult
c10705,White,Female,Adult
c10706,Indian,Female,Adult
c10707,White,Female,Adult
c10708,Latino,Female,Adult
c10709,White,Male,Adult
c10710,White,Female,Adult
c10712,Latino,Female,Adult
c10714,Latino,Female,Adult
c10715,White,Female,Adult
c10716,White,Male,Elderly
c10717,White,Male,Adult
c10718,White,Male,Adult
c10719,Latino,Female,Adult
c10720,White,Male,Adult
c10723,White,Male,Adult
c10726,Latino,Male,Adult
c10727,White,Male,Adult
c10729,White,Female,Elderly
c10730,White,Male,Adult
c10731,White,Female,Adult
c10732,Black,Male,Adult
c10733,White,Female,Adult
c10734,White,Male,Adult
c10735,White,Male,Elderly
c10736,White,Female,Adult
c10737,White,Male,Adult
c10738,White,Male,Adult
c10740,White,Female,Adult
c10742,White,Female,Adult
c10743,White,Female,Adult
c10744,White,Male,Elderly
c10745,Asian,Male,Adult
c10746,White,Female,Adult
c10747,White,Female,Adult
c10748,White,Female,Adult
c10749,White,Male,Adult
c10751,Latino,Female,Adult
c10752,White,Male,Adult
c10754,White,Female,Adult
c10755,Black,Male,Adult
c10756,White,Male,Adult
c10757,White,Female,Adult
c10758,White,Female,Adult
c10759,White,Female,Adult
c10760,White,Male,Adult
c10761,White,Male,Adult
c10762,Black,Female,Adult
c10764,White,Female,Adult
c10765,White,Female,Adult
c10767,White,Female,Adult
c10768,Latino,Male,Adult
c10769,White,Male,Adult
c10770,White,Female,Adult
c10772,Latino,Male,Adult
c10773,Black,Female,Adult
c10775,White,Female,Adult
c10777,Asian,Female,Adult
c10778,Latino,Female,Adult
c10779,Latino,Female,Adult
c10780,White,Male,Elderly
c10781,White,Female,Adult
c10782,Black,Female,Adult
c10783,White,Male,Adult
c10786,White,Female,Adult
c10789,Black,Female,Adult
c10790,Indian,Female,Adult
c10791,White,Female,Adult
c10792,Black,Male,Adult
c10793,Latino,Female,Adult
c10794,White,Male,Adult
c10795,White,Male,Adult
c10796,White,Male,Adult
c10797,White,Male,Adult
c10798,White,Female,Adult
c10802,Asian,Male,Adult
c10803,Latino,Female,Adult
c10804,White,Female,Adult
c10805,White,Male,Elderly
c10806,White,Female,Adult
c10807,White,Female,Adult
c10809,White,Male,Adult
c10810,White,Male,Adult
c10811,Black,Female,Adult
c10812,White,Male,Adult
c10815,Black,Female,Adult
c10816,White,Female,Adult
c10817,Latino,Female,Adult
c10818,White,Female,Adult
c10819,Latino,Female,Adult
c10822,Indian,Male,Adult
c10824,White,Female,Adult
c10825,White,Female,Adult
c10827,White,Female,Adult
c10828,White,Female,Adult
c10831,White,Female,Adult
c10832,White,Female,Adult
c10834,Indian,Male,Adult
c10835,Latino,Female,Adult
c10836,White,Male,Adult
c10837,Black,Female,Adult
c10838,White,Male,Adult
c10839,White,Female,Elderly
c10840,White,Female,Adult
c10841,Black,Male,Adult
c10842,White,Male,Adult
c10843,White,Male,Adult
c10847,Latino,Male,Elderly
c10848,White,Female,Adult
c10849,White,Male,Elderly
c10850,Latino,Female,Adult
c10853,White,Male,Elderly
c10854,Latino,Female,Adult
c10855,White,Male,Adult
c10856,Black,Male,Adult
c10857,White,Female,Adult
c10858,Latino,Female,Adult
c10859,White,Female,Adult
c10860,White,Female,Adult
c10861,White,Female,Adult
c10862,White,Male,Adult
c10864,White,Male,Elderly
c10865,White,Female,Adult
c10866,White,Female,Adult
c10867,White,Female,Adult
c10868,Latino,Female,Adult
c10869,White,Male,Adult
c10871,White,Male,Adult
c10872,White,Female,Elderly
c10873,White,Male,Adult
c10874,Latino,Female,Adult
c10875,White,Female,Adult
c10876,Latino,Female,Adult
c10877,White,Female,Adult
c10878,Latino,Male,Adult
c10880,White,Female,Adult
c10881,White,Male,Adult
c10882,Latino,Female,Adult
c10883,White,Female,Adult
c10885,White,Male,Adult
c10886,White,Male,Adult
c10887,Asian,Male,Adult
c10888,White,Female,Adult
c10889,White,Female,Adult
c10890,White,Male,Adult
c10892,White,Male,Adult
c10893,White,Female,Adult
c10894,White,Female,Adult
c10896,White,Female,Adult
c10897,White,Male,Adult
c10898,White,Female,Adult
c10900,White,Female,Adult
c10901,White,Female,Adult
c10902,White,Female,Adult
c10904,Asian,Female,Adult
c10905,White,Female,Adult
c10906,White,Male,Adult
c10907,Latino,Female,Adult
c10908,Latino,Female,Adult
c10909,White,Male,Adult
c10910,White,Female,Adult
c10911,White,Male,Adult
c10912,White,Female,Adult
c10913,White,Female,Adult
c10914,White,Female,Adult
c10917,Asian,Female,Adult
c10918,White,Female,Elderly
c10920,White,Female,Adult
c10924,Latino,Female,Adult
c10925,White,Male,Elderly
c10926,White,Female,Adult
c10928,White,Female,Adult
c10929,Indian,Female,Adult
c10931,White,Female,Adult
c10933,Indian,Female,Adult
c10934,White,Female,Adult
c10935,White,Female,Adult
c10936,White,Female,Adult
c10937,White,Female,Adult
c10938,Black,Male,Adult
c10939,White,Female,Adult
c10941,White,Female,Adult
c10943,White,Male,Child
c10944,White,Male,Elderly
c10945,Indian,Male,Adult
c10946,Asian,Male,Adult
c10947,Indian,Female,Adult
c10948,White,Male,Elderly
c10949,White,Male,Elderly
c10950,White,Female,Adult
c10951,White,Male,Adult
c10952,White,Male,Adult
c10953,White,Female,Adult
c10955,White,Male,Elderly
c10956,White,Female,Adult
c10957,White,Female,Adult
c10958,White,Male,Elderly
c10961,Latino,Female,Adult
c10963,White,Female,Adult
c10964,White,Female,Adult
c10965,White,Female,Adult
c10966,White,Male,Adult
c10968,White,Male,Adult
c10969,White,Female,Adult
c10970,Latino,Male,Adult
c10971,Latino,Male,Adult
c10973,White,Female,Adult
c10974,White,Female,Adult
c10975,White,Female,Elderly
c10976,White,Male,Adult
c10977,Latino,Female,Adult
c10978,White,Female,Adult
c10979,White,Male,Adult
c10980,White,Female,Adult
c10982,White,Female,Adult
c10983,Indian,Female,Adult
c10984,White,Male,Adult
c10988,White,Female,Adult
c10989,White,Female,Adult
c10990,White,Female,Adult
c10991,White,Male,Adult
c10993,Asian,Female,Adult
c10995,White,Female,Adult
c10996,White,Female,Adult
c10997,White,Female,Adult
c10998,Black,Female,Adult
c10999,White,Female,Adult
c11000,Latino,Female,Adult
c11001,White,Female,Adult
c11002,Latino,Female,Adult
c11003,Black,Female,Adult
c11004,White,Male,Adult
c11005,White,Female,Adult
c11006,White,Female,Adult
c11007,White,Male,Adult
c11008,White,Female,Adult
c11009,Black,Male,Adult
c11010,White,Male,Adult
c11011,White,Male,Adult
c11014,White,Female,Adult
c11015,White,Male,Adult
c11018,White,Female,Adult
c11019,White,Female,Adult
c11020,White,Male,Adult
c11023,White,Female,Adult
c11024,White,Male,Adult
c11025,White,Female,Adult
c11027,White,Female,Adult
c11028,White,Male,Adult
c11029,White,Female,Adult
c11030,Latino,Female,Adult
c11031,White,Female,Adult
c11033,Latino,Male,Adult
c11034,White,Female,Adult
c11035,White,Female,Elderly
c11036,White,Female,Adult
c11037,White,Male,Adult
c11038,White,Female,Adult
c11039,White,Male,Adult
c11040,Indian,Female,Adult
c11041,White,Female,Elderly
c11042,White,Female,Adult
c11043,White,Female,Adult
c11044,White,Male,Adult
c11045,White,Male,Adult
c11047,Black,Male,Adult
c11048,White,Female,Adult
c11049,Latino,Female,Adult
c11050,White,Male,Adult
c11051,White,Female,Adult
c11052,White,Female,Adult
c11054,White,Female,Adult
c11056,White,Female,Adult
c11057,White,Female,Adult
c11058,Latino,Female,Adult
c11059,White,Female,Adult
c11060,White,Male,Adult
c11061,Latino,Female,Adult
c11062,White,Male,Adult
c11064,Latino,Female,Adult
c11065,White,Female,Adult
c11066,White,Male,Adult
c11067,White,Female,Elderly
c11068,White,Female,Adult
c11069,White,Male,Elderly
c11070,White,Female,Adult
c11071,White,Male,Adult
c11072,White,Male,Adult
c11073,White,Female,Elderly
c11074,White,Female,Adult
c11075,Latino,Male,Adult
c11076,White,Male,Adult
c11077,Latino,Female,Adult
c11078,White,Male,Adult
c11079,White,Female,Adult
c11080,White,Female,Adult
c11084,White,Male,Adult
c11087,Latino,Male,Elderly
c11088,White,Female,Adult
c11089,White,Female,Child
c11090,Black,Female,Adult
c11091,White,Male,Adult
c11092,White,Male,Adult
c11093,White,Female,Adult
c11094,White,Female,Adult
c11095,Latino,Female,Adult
c11096,White,Male,Adult
c11097,White,Female,Adult
c11099,White,Male,Adult
c11100,Latino,Male,Adult
c11101,White,Male,Adult
c11103,Indian,Male,Elderly
c11105,White,Female,Adult
c11107,White,Male,Adult
c11108,Black,Male,Adult
c11110,White,Male,Adult
c11111,White,Female,Adult
c11112,Indian,Male,Adult
c11113,White,Male,Adult
c11114,Latino,Female,Adult
c11116,Latino,Female,Adult
c11117,White,Female,Adult
c11118,Asian,Female,Adult
c11119,White,Male,Adult
c11120,White,Female,Adult
c11121,White,Female,Adult
c11122,White,Female,Adult
c11124,White,Female,Elderly
c11125,Black,Female,Adult
c11126,White,Male,Adult
c11127,White,Female,Adult
c11128,White,Female,Adult
c11129,White,Female,Adult
c11130,White,Male,Adult
c11131,Latino,Female,Adult
c11132,White,Female,Adult
c11134,White,Male,Adult
c11135,Indian,Female,Adult
c11136,White,Female,Adult
c11137,White,Male,Adult
c11138,White,Female,Adult
c11139,White,Female,Adult
c11141,White,Male,Adult
c11143,Black,Male,Adult
c11144,Asian,Female,Adult
c11145,White,Female,Adult
c11146,White,Female,Adult
c11147,White,Female,Adult
c11148,White,Male,Adult
c11149,White,Male,Adult
c11150,White,Female,Adult
c11151,White,Male,Elderly
c11152,Black,Female,Adult
c11153,White,Female,Adult
c11154,White,Male,Adult
c11156,White,Female,Adult
c11157,White,Female,Adult
c11158,White,Male,Elderly
c11160,White,Female,Adult
c11161,White,Female,Adult
c11162,White,Male,Elderly
c11164,White,Female,Adult
c11165,White,Female,Adult
c11166,White,Male,Adult
c11168,White,Male,Adult
c11169,White,Female,Adult
c11170,White,Male,Adult
c11171,White,Male,Adult
c11172,Latino,Male,Adult
c11173,White,Female,Child
c11174,White,Male,Adult
c11175,White,Female,Adult
c11176,White,Female,Adult
c11178,Latino,Male,Adult
c11179,White,Male,Adult
c11180,White,Female,Adult
c11181,White,Male,Adult
c11182,White,Female,Adult
c11183,White,Female,Adult
c11184,White,Female,Adult
c11185,White,Female,Adult
c11187,White,Male,Elderly
c11189,White,Female,Adult
c11190,White,Female,Adult
c11193,White,Male,Adult
c11194,White,Male,Adult
c11196,White,Female,Adult
c11197,Latino,Female,Adult
c11198,White,Female,Adult
c11199,White,Female,Adult
c11200,White,Female,Adult
c11201,White,Female,Adult
c11202,Latino,Male,Adult
c11203,White,Male,Adult
c11205,White,Male,Child
c11206,White,Female,Adult
c11207,White,Female,Adult
c11208,White,Male,Adult
c11209,Indian,Male,Adult
c11210,White,Male,Adult
c11211,White,Male,Adult
c11212,Black,Female,Adult
c11213,White,Female,Adult
c11215,White,Female,Adult
c11217,Latino,Female,Adult
c11223,White,Female,Adult
c11224,White,Male,Elderly
c11225,White,Female,Adult
c11226,White,Female,Adult
c11227,Black,Male,Adult
c11228,White,Female,Adult
c11229,White,Female,Adult
c11230,White,Male,Adult
c11231,White,Male,Adult
c11232,White,Male,Adult
c11233,Indian,Male,Adult
c11235,White,Female,Adult
c11236,Latino,Male,Adult
c11237,White,Male,Elderly
c11239,White,Male,Adult
c11240,White,Male,Adult
c11242,White,Male,Adult
c11243,White,Female,Adult
c11246,Latino,Female,Adult
c11249,Black,Female,Adult
c11250,White,Male,Adult
c11252,White,Male,Adult
c11253,Latino,Female,Adult
c11254,White,Male,Adult
c11255,White,Male,Adult
c11256,White,Female,Adult
c11257,Indian,Female,Adult
c11258,White,Female,Adult
c11260,Latino,Female,Adult
c11261,White,Female,Adult
c11263,White,Female,Adult
c11264,Latino,Female,Adult
c11265,White,Male,Adult
c11268,White,Female,Adult
c11269,White,Male,Elderly
c11271,White,Male,Adult
c11272,White,Female,Adult
c11273,White,Male,Adult
c11274,White,Male,Adult
c11275,Black,Male,Adult
c11276,Asian,Female,Adult
c11277,White,Female,Adult
c11278,White,Female,Elderly
c11281,White,Male,Adult
c11282,White,Female,Adult
c11284,White,Male,Adult
c11285,Latino,Female,Adult
c11286,White,Female,Adult
c11287,White,Female,Elderly
c11288,White,Male,Adult
c11289,White,Female,Adult
c11290,White,Male,Adult
c11291,Latino,Female,Adult
c11292,White,Male,Adult
c11294,Latino,Female,Adult
c11295,White,Female,Adult
c11297,White,Female,Adult
c11298,White,Female,Adult
c11299,White,Male,Adult
c11300,Asian,Female,Adult
c11301,White,Female,Adult
c11303,Latino,Female,Adult
c11304,White,Female,Adult
c11306,White,Female,Elderly
c11307,White,Female,Adult
c11308,White,Male,Adult
c11309,White,Female,Adult
c11310,White,Male,Adult
c11311,White,Female,Adult
c11312,White,Female,Adult
c11313,White,Female,Adult
c11315,White,Female,Adult
c11316,White,Male,Adult
c11317,White,Female,Adult
c11318,White,Male,Elderly
c11319,Black,Female,Adult
c11320,White,Female,Adult
c11321,Black,Female,Adult
c11322,White,Male,Adult
c11324,White,Female,Adult
c11325,Latino,Male,Adult
c11326,White,Female,Adult
c11329,White,Female,Adult
c11330,White,Female,Adult
c11331,White,Male,Adult
c11332,Latino,Female,Adult
c11333,White,Female,Elderly
c11334,Latino,Male,Adult
c11336,White,Male,Elderly
c11337,White,Female,Adult
c11338,White,Female,Adult
c11339,White,Female,Adult
c11340,White,Female,Adult
c11343,White,Female,Adult
c11344,White,Female,Adult
c11346,Latino,Female,Adult
c11347,White,Female,Adult
c11348,White,Female,Adult
c11349,Latino,Female,Adult
c11350,White,Male,Adult
c11351,Black,Male,Adult
c11352,White,Female,Adult
c11353,White,Female,Adult
c11354,White,Male,Adult
c11355,White,Female,Adult
c11357,White,Male,Elderly
c11359,White,Female,Adult
c11360,White,Female,Adult
c11361,White,Female,Adult
c11362,White,Male,Elderly
c11363,White,Female,Adult
c11364,White,Female,Adult
c11366,White,Female,Adult
c11367,White,Female,Elderly
c11368,Latino,Male,Adult
c11369,Latino,Female,Adult
c11370,Black,Male,Adult
c11371,White,Female,Adult
c11372,Latino,Female,Adult
c11373,White,Female,Adult
c11374,White,Female,Adult
c11377,White,Female,Adult
c11378,Latino,Female,Adult
c11379,White,Female,Elderly
c11381,White,Male,Adult
c11382,White,Female,Adult
c11383,Asian,Male,Adult
c11384,White,Female,Adult
c11388,White,Female,Adult
c11390,White,Female,Adult
c11391,White,Female,Adult
c11392,White,Male,Adult
c11393,White,Female,Adult
c11394,White,Female,Adult
c11395,Latino,Female,Adult
c11397,White,Female,Adult
c11398,White,Male,Adult
c11399,Latino,Female,Adult
c11401,Black,Female,Adult
c11403,Indian,Female,Adult
c11404,White,Male,Adult
c11405,White,Male,Adult
c11406,White,Female,Adult
c11407,White,Female,Adult
c11408,White,Male,Adult
c11410,White,Male,Adult
c11413,White,Female,Adult
c11415,Asian,Male,Adult
c11416,White,Male,Child
c11417,White,Female,Adult
c11418,White,Female,Adult
c11419,Latino,Female,Adult
c11420,White,Male,Elderly
c11421,Black,Female,Adult
c11422,Indian,Female,Adult
c11423,Black,Female,Adult
c11424,White,Female,Adult
c11425,White,Female,Adult
c11426,White,Female,Adult
c11427,White,Male,Adult
c11428,White,Female,Adult
c11430,White,Male,Adult
c11431,White,Female,Adult
c11432,White,Male,Elderly
c11433,Latino,Female,Adult
c11437,White,Male,Adult
c11442,White,Male,Elderly
c11445,White,Male,Adult
c11446,White,Female,Adult
c11447,White,Male,Adult
c11448,White,Female,Adult
c11449,White,Male,Adult
c11450,Indian,Female,Adult
c11451,White,Male,Adult
c11452,Black,Male,Adult
c11453,Black,Female,Adult
c11454,White,Male,Adult
c11455,Black,Female,Adult
c11456,White,Male,Adult
c11457,White,Female,Adult
c11458,White,Female,Adult
c11459,Latino,Male,Adult
c11461,Latino,Male,Adult
c11462,White,Male,Adult
c11464,White,Female,Adult
c11465,White,Female,Adult
c11466,White,Female,Adult
c11467,White,Female,Adult
c11470,White,Female,Adult
c11471,Asian,Female,Adult
c11473,White,Male,Adult
c11474,White,Female,Adult
c11475,White,Male,Adult
c11476,White,Female,Adult
c11477,White,Female,Adult
c11478,White,Male,Adult
c11479,White,Female,Adult
c11480,Latino,Male,Adult
c11481,Black,Female,Adult
c11482,White,Female,Adult
c11483,Latino,Male,Adult
c11484,White,Female,Adult
c11486,White,Female,Adult
c11487,White,Male,Elderly
c11488,Black,Male,Adult
c11489,Latino,Male,Adult
c11490,Latino,Female,Adult
c11491,White,Male,Adult
c11492,White,Male,Adult
c11493,White,Male,Adult
c11494,White,Female,Adult
c11496,White,Female,Adult
c11497,White,Female,Adult
c11499,White,Female,Adult
c11500,White,Female,Adult
c11501,White,Male,Elderly
c11502,White,Female,Adult
c11503,White,Female,Adult
c11504,White,Female,Adult
c11505,White,Female,Adult
c11506,White,Female,Adult
c11507,White,Male,Adult
c11508,Black,Male,Adult
c11509,White,Female,Adult
c11510,White,Male,Adult
c11511,White,Female,Adult
c11513,White,Female,Adult
c11514,White,Female,Adult
c11516,White,Female,Adult
c11517,White,Male,Adult
c11519,White,Male,Adult
c11520,White,Female,Adult
c11521,White,Male,Adult
c11523,White,Female,Adult
c11524,Latino,Female,Adult
c11527,White,Female,Adult
c11528,Latino,Female,Adult
c11529,White,Female,Adult
c11530,Black,Male,Adult
c11531,White,Male,Adult
c11532,White,Female,Adult
c11533,White,Female,Adult
c11534,White,Female,Adult
c11535,White,Female,Adult
c11537,Latino,Female,Adult
c11538,Black,Female,Adult
c11540,White,Female,Adult
c11542,White,Male,Adult
c11543,White,Male,Adult
c11545,White,Female,Adult
c11546,White,Female,Adult
c11547,Asian,Female,Adult
c11548,White,Female,Adult
c11549,White,Female,Adult
c11550,White,Female,Adult
c11551,White,Male,Adult
c11553,White,Male,Adult
c11554,White,Female,Adult
c11561,White,Female,Adult
c11562,White,Female,Adult
c11564,White,Female,Adult
c11565,Latino,Female,Adult
c11566,Latino,Female,Adult
c11568,Latino,Female,Adult
c11570,White,Male,Adult
c11571,White,Male,Adult
c11572,White,Female,Adult
c11573,White,Female,Elderly
c11574,White,Female,Adult
c11575,White,Female,Adult
c11576,Latino,Female,Adult
c11578,White,Male,Adult
c11579,White,Male,Elderly
c11580,White,Male,Adult
c11581,White,Female,Adult
c11584,White,Male,Adult
c11585,White,Female,Adult
c11586,Latino,Male,Adult
c11587,White,Female,Elderly
c11588,White,Female,Child
c11589,White,Female,Adult
c11591,White,Male,Adult
c11592,White,Female,Adult
c11593,White,Male,Elderly
c11594,White,Female,Adult
c11595,Asian,Male,Adult
c11596,White,Female,Adult
c11597,White,Female,Adult
c11600,White,Female,Elderly
c11601,Black,Male,Adult
c11602,White,Female,Adult
c11605,White,Male,Elderly
c11606,White,Female,Adult
c11607,White,Female,Adult
c11608,White,Female,Adult
c11610,White,Male,Adult
c11612,White,Female,Adult
c11613,White,Female,Adult
c11615,White,Male,Adult
c11616,White,Male,Adult
c11617,Latino,Female,Adult
c11618,White,Female,Adult
c11619,White,Female,Adult
c11620,White,Female,Adult
c11621,White,Male,Adult
c11622,White,Female,Adult
c11623,Latino,Female,Adult
c11625,Indian,Female,Adult
c11626,White,Female,Adult
c11627,White,Male,Elderly
c11628,White,Male,Adult
c11631,White,Male,Adult
c11632,White,Female,Adult
c11633,White,Male,Adult
c11634,White,Male,Adult
c11635,White,Female,Adult
c11636,White,Male,Adult
c11637,White,Male,Adult
c11638,White,Female,Adult
c11639,White,Male,Adult
c11640,White,Female,Adult
c11641,White,Female,Adult
c11642,Latino,Male,Adult
c11644,White,Female,Adult
c11645,White,Female,Adult
c11646,White,Female,Adult
c11647,White,Female,Adult
c11648,Latino,Female,Adult
c11649,White,Female,Adult
c11650,Black,Female,Adult
c11651,White,Female,Adult
c11652,White,Female,Adult
c11653,Latino,Male,Adult
c11654,White,Male,Adult
